"ID","run","bio_project","bio_sample","avg_spot_len","bases","bytes","center_name","experiment","instrument","library_name","library_layout","library_selection","library_source","organism","platform","release_date","create_date","version","sample_name","sra_study","bio_sample_model","collection_date","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","host","isolate","serotype","source_file_fasta"
115,"SRR28752560","PRJNA1102327","SAMN41019330",292,"57.90 M","17.60 Mb","USDA-NVSL","SRX24318084","Illumina iSeq 100","24-009497-009-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-009-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-009-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752560.fasta.gz"
116,"SRR28752561","PRJNA1102327","SAMN41019329",292,"47.95 M","14.74 Mb","USDA-NVSL","SRX24318083","Illumina iSeq 100","24-009497-008-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-008-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-008-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752561.fasta.gz"
117,"SRR28752562","PRJNA1102327","SAMN41019328",291,"61.55 M","18.98 Mb","USDA-NVSL","SRX24318082","Illumina iSeq 100","24-009497-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752562.fasta.gz"
118,"SRR28752563","PRJNA1102327","SAMN41019193",288,"94.44 M","28.77 Mb","USDA-NVSL","SRX24318081","Illumina iSeq 100","24-008357-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008357-001-original","SRP503016","Viral",2024,"USA","North America","USA","Blackbird","24-008357-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752563.fasta.gz"
119,"SRR28752564","PRJNA1102327","SAMN41019327",292,"55.55 M","17.09 Mb","USDA-NVSL","SRX24318080","Illumina iSeq 100","24-009497-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752564.fasta.gz"
120,"SRR28752565","PRJNA1102327","SAMN41019326",291,"58.78 M","18.02 Mb","USDA-NVSL","SRX24318079","Illumina iSeq 100","24-009497-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752565.fasta.gz"
121,"SRR28752566","PRJNA1102327","SAMN41019325",290,"84.07 M","25.55 Mb","USDA-NVSL","SRX24318078","Illumina iSeq 100","24-009497-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-009497-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752566.fasta.gz"
122,"SRR28752567","PRJNA1102327","SAMN41019324",291,"40.01 M","12.34 Mb","USDA-NVSL","SRX24318077","Illumina iSeq 100","24-009497-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752567.fasta.gz"
123,"SRR28752568","PRJNA1102327","SAMN41019323",291,"38.46 M","12.06 Mb","USDA-NVSL","SRX24318076","Illumina iSeq 100","24-009496-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009496-002-original","SRP503016","Viral",2024,"USA","North America","USA","Raccoon","24-009496-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752568.fasta.gz"
124,"SRR28752569","PRJNA1102327","SAMN41019322",445,"53.19 M","27.81 Mb","USDA-NVSL","SRX24318075","Illumina MiSeq","24-009495-012-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009495-012-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-012-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752569.fasta.gz"
125,"SRR28752570","PRJNA1102327","SAMN41019321",440,"47.20 M","24.49 Mb","USDA-NVSL","SRX24318074","Illumina MiSeq","24-009495-011-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-009495-011-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-011-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752570.fasta.gz"
126,"SRR28752571","PRJNA1102327","SAMN41019320",433,"57.35 M","30.75 Mb","USDA-NVSL","SRX24318073","Illumina MiSeq","24-009495-010-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009495-010-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-010-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752571.fasta.gz"
127,"SRR28752572","PRJNA1102327","SAMN41019319",441,"55.65 M","29.35 Mb","USDA-NVSL","SRX24318072","Illumina MiSeq","24-009495-009-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009495-009-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-009-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752572.fasta.gz"
128,"SRR28752573","PRJNA1102327","SAMN41019318",442,"51.62 M","26.84 Mb","USDA-NVSL","SRX24318071","Illumina MiSeq","24-009495-008-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-009495-008-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-008-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752573.fasta.gz"
129,"SRR28752574","PRJNA1102327","SAMN41019192",285,"92.11 M","28.17 Mb","USDA-NVSL","SRX24318070","Illumina iSeq 100","24-008356-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008356-003-original","SRP503016","Viral",2024,"USA","North America","USA","Grackle","24-008356-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752574.fasta.gz"
130,"SRR28752575","PRJNA1102327","SAMN41019317",427,"65.72 M","35.55 Mb","USDA-NVSL","SRX24318069","Illumina MiSeq","24-009495-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009495-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752575.fasta.gz"
131,"SRR28752576","PRJNA1102327","SAMN41019316",441,"65.81 M","34.21 Mb","USDA-NVSL","SRX24318068","Illumina MiSeq","24-009495-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009495-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752576.fasta.gz"
132,"SRR28752577","PRJNA1102327","SAMN41019315",437,"63.70 M","32.39 Mb","USDA-NVSL","SRX24318067","Illumina MiSeq","24-009495-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009495-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009495-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752577.fasta.gz"
133,"SRR28752578","PRJNA1102327","SAMN41019314",291,"30.93 M","10.90 Mb","USDA-NVSL","SRX24318066","Illumina iSeq 100","24-009491-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009491-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009491-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752578.fasta.gz"
134,"SRR28752579","PRJNA1102327","SAMN41019313",288,"68.30 M","21.67 Mb","USDA-NVSL","SRX24318065","Illumina iSeq 100","24-009491-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009491-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009491-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752579.fasta.gz"
135,"SRR28752580","PRJNA1102327","SAMN41019312",289,"28.95 M","10.13 Mb","USDA-NVSL","SRX24318064","Illumina iSeq 100","24-009491-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009491-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009491-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752580.fasta.gz"
136,"SRR28752581","PRJNA1102327","SAMN41019311",291,"55.80 M","19.61 Mb","USDA-NVSL","SRX24318063","Illumina iSeq 100","24-009491-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-009491-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009491-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752581.fasta.gz"
137,"SRR28752582","PRJNA1102327","SAMN41019310",289,"64.67 M","20.31 Mb","USDA-NVSL","SRX24318062","Illumina iSeq 100","24-009491-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-009491-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009491-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752582.fasta.gz"
138,"SRR28752583","PRJNA1102327","SAMN41019309",290,"38.21 M","13.51 Mb","USDA-NVSL","SRX24318061","Illumina iSeq 100","24-009491-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009491-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009491-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752583.fasta.gz"
139,"SRR28752584","PRJNA1102327","SAMN41019308",287,"36.80 M","11.74 Mb","USDA-NVSL","SRX24318060","Illumina iSeq 100","24-009367-023-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-023-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-023-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752584.fasta.gz"
140,"SRR28752585","PRJNA1102327","SAMN41019267",483,"91.62 M","28.28 Mb","USDA-NVSL","SRX24318059","Illumina MiSeq","24-009110-021-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-021-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-021-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752585.fasta.gz"
141,"SRR28752586","PRJNA1102327","SAMN41019266",462,"74.82 M","23.42 Mb","USDA-NVSL","SRX24318058","Illumina MiSeq","24-009110-020-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-020-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-020-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752586.fasta.gz"
142,"SRR28752587","PRJNA1102327","SAMN41019265",467,"111.91 M","34.88 Mb","USDA-NVSL","SRX24318057","Illumina MiSeq","24-009110-019-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-019-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-019-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752587.fasta.gz"
143,"SRR28752588","PRJNA1102327","SAMN41019264",492,"89.01 M","27.72 Mb","USDA-NVSL","SRX24318056","Illumina MiSeq","24-009110-018-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-018-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-018-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752588.fasta.gz"
144,"SRR28752589","PRJNA1102327","SAMN41019263",472,"79.76 M","24.95 Mb","USDA-NVSL","SRX24318055","Illumina MiSeq","24-009110-017-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-017-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-017-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752589.fasta.gz"
145,"SRR28752590","PRJNA1102327","SAMN41019262",451,"74.86 M","23.35 Mb","USDA-NVSL","SRX24318054","Illumina MiSeq","24-009110-016-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-016-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-016-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752590.fasta.gz"
146,"SRR28752591","PRJNA1102327","SAMN41019261",465,"73.69 M","23.06 Mb","USDA-NVSL","SRX24318053","Illumina MiSeq","24-009110-015-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-015-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-015-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752591.fasta.gz"
147,"SRR28752592","PRJNA1102327","SAMN41019260",475,"67.46 M","20.95 Mb","USDA-NVSL","SRX24318052","Illumina MiSeq","24-009110-014-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-014-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-014-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752592.fasta.gz"
148,"SRR28752593","PRJNA1102327","SAMN41019259",508,"90.82 M","28.42 Mb","USDA-NVSL","SRX24318051","Illumina MiSeq","24-009110-012-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-012-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-012-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752593.fasta.gz"
149,"SRR28752594","PRJNA1102327","SAMN41019258",293,"29.66 M","9.99 Mb","USDA-NVSL","SRX24318050","Illumina iSeq 100","24-009110-011-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-011-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-011-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752594.fasta.gz"
150,"SRR28752595","PRJNA1102327","SAMN41019186",293,"85.00 M","25.34 Mb","USDA-NVSL","SRX24318049","Illumina iSeq 100","24-008355-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008355-002-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-008355-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752595.fasta.gz"
151,"SRR28752596","PRJNA1102327","SAMN41019257",512,"96.69 M","30.21 Mb","USDA-NVSL","SRX24318048","Illumina MiSeq","24-009110-010-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-010-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-010-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752596.fasta.gz"
152,"SRR28752597","PRJNA1102327","SAMN41019256",506,"92.97 M","29.23 Mb","USDA-NVSL","SRX24318047","Illumina MiSeq","24-009110-009-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-009-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-009-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752597.fasta.gz"
153,"SRR28752598","PRJNA1102327","SAMN41019255",290,"59.13 M","20.78 Mb","USDA-NVSL","SRX24318046","Illumina iSeq 100","24-009110-008-original-repeat","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-008-original-repeat","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-008-original-repeat","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752598.fasta.gz"
154,"SRR28752599","PRJNA1102327","SAMN41019254",290,"47.47 M","15.82 Mb","USDA-NVSL","SRX24318045","Illumina iSeq 100","24-009110-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752599.fasta.gz"
155,"SRR28752600","PRJNA1102327","SAMN41019253",289,"61.41 M","20.27 Mb","USDA-NVSL","SRX24318044","Illumina iSeq 100","24-009110-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752600.fasta.gz"
156,"SRR28752601","PRJNA1102327","SAMN41019252",281,"33.72 M","11.27 Mb","USDA-NVSL","SRX24318043","Illumina iSeq 100","24-009110-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752601.fasta.gz"
157,"SRR28752602","PRJNA1102327","SAMN41019251",286,"35.47 M","11.83 Mb","USDA-NVSL","SRX24318042","Illumina iSeq 100","24-009110-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752602.fasta.gz"
158,"SRR28752603","PRJNA1102327","SAMN41019250",293,"28.40 M","10.09 Mb","USDA-NVSL","SRX24318041","Illumina iSeq 100","24-009110-003-original-repeat","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-003-original-repeat","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-003-original-repeat","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752603.fasta.gz"
159,"SRR28752604","PRJNA1102327","SAMN41019249",289,"40.94 M","13.74 Mb","USDA-NVSL","SRX24318040","Illumina iSeq 100","24-009110-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752604.fasta.gz"
160,"SRR28752605","PRJNA1102327","SAMN41019248",289,"45.66 M","15.08 Mb","USDA-NVSL","SRX24318039","Illumina iSeq 100","24-009110-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752605.fasta.gz"
161,"SRR28752606","PRJNA1102327","SAMN41019185",396,"46.78 M","29.65 Mb","USDA-NVSL","SRX24318038","Illumina MiSeq","24-008355-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008355-001-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-008355-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752606.fasta.gz"
162,"SRR28752607","PRJNA1102327","SAMN41019247",478,"121.38 M","37.67 Mb","USDA-NVSL","SRX24318037","Illumina MiSeq","24-009109-008-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-008-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-008-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752607.fasta.gz"
163,"SRR28752608","PRJNA1102327","SAMN41019246",293,"58.61 M","18.40 Mb","USDA-NVSL","SRX24318036","Illumina iSeq 100","24-009109-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752608.fasta.gz"
164,"SRR28752609","PRJNA1102327","SAMN41019245",506,"175.38 M","54.17 Mb","USDA-NVSL","SRX24318035","Illumina MiSeq","24-009109-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-006-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752609&display=metadata"
165,"SRR28752610","PRJNA1102327","SAMN41019244",472,"106.14 M","33.07 Mb","USDA-NVSL","SRX24318034","Illumina MiSeq","24-009109-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752610.fasta.gz"
166,"SRR28752611","PRJNA1102327","SAMN41019243",504,"90.63 M","28.21 Mb","USDA-NVSL","SRX24318033","Illumina MiSeq","24-009109-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752611.fasta.gz"
167,"SRR28752612","PRJNA1102327","SAMN41019242",464,"103.57 M","32.26 Mb","USDA-NVSL","SRX24318032","Illumina MiSeq","24-009109-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752612.fasta.gz"
168,"SRR28752613","PRJNA1102327","SAMN41019241",293,"67.31 M","20.93 Mb","USDA-NVSL","SRX24318031","Illumina iSeq 100","24-009109-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752613.fasta.gz"
169,"SRR28752614","PRJNA1102327","SAMN41019240",462,"127.64 M","39.66 Mb","USDA-NVSL","SRX24318030","Illumina MiSeq","24-009109-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009109-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009109-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752614.fasta.gz"
170,"SRR28752615","PRJNA1102327","SAMN41019239",502,"126.79 M","39.55 Mb","USDA-NVSL","SRX24318029","Illumina MiSeq","24-009108-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009108-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009108-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752615.fasta.gz"
171,"SRR28752616","PRJNA1102327","SAMN41019238",476,"113.32 M","36.05 Mb","USDA-NVSL","SRX24318028","Illumina MiSeq","24-009108-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009108-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009108-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752616.fasta.gz"
172,"SRR28752617","PRJNA1102327","SAMN41019394",293,"105.22 M","33.47 Mb","USDA-NVSL","SRX24318027","Illumina iSeq 100","24-010354-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752617.fasta.gz"
